 Price ,Area,Location,Bedrooms,Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,Security 24x7,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
7600000,1595,Ulwe,3,0,1,0,1,1,1,0,0,0,0,0,0,0,1
8000000,1250,Ulwe,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
5500000,840,Ulwe,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
2050000,500,Naigaon East,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
20000000,1250,Goregaon West,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1
8600000,1045,Ulwe,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
8000000,1350,Ulwe,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
5100000,1511,Ulwe,3,0,1,0,1,1,1,0,0,0,0,0,0,0,1
6500000,686,Ulwe,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
8500000,930,Ulwe,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1
4000000,765,Manvel pada Road,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0
12000000,936,Thane West,2,0,1,1,1,0,1,1,1,1,0,1,1,1,1
19400000,1810,Thane West,3,1,1,1,1,0,1,1,1,0,1,1,1,1,1
24100000,2090,Thane West,3,1,1,1,1,0,1,1,1,0,1,1,1,1,1
16200000,1555,Thane West,3,1,1,1,0,1,0,1,1,0,1,1,1,1,1
6193000,1150,Virar,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1
35000000,1855,Nerul,3,0,0,0,0,1,1,0,0,0,1,0,1,0,0
10500000,1187,Sector-18 Ulwe,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0
2700000,585,Karanjade,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0
15200000,1286,Nerul,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
3700000,640,Panvel,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
8800000,900,Ulwe,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
5400000,620,Ulwe,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
10300000,1220,Ulwe,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52500000,2703,Nerul,4,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2600000,645,Dronagiri,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
4400000,880,Dronagiri,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
3400000,600,Dronagiri,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
4600000,680,Sector 17 Ulwe,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0
8655000,1055,Mira Road East,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
5000000,1285,Virar,3,1,0,1,1,0,1,1,0,0,1,0,0,1,0
3900000,975,Virar,2,1,0,1,1,0,1,1,0,0,1,0,0,1,0
7500000,767,Mira Road East,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3624000,895,Vasai,2,1,0,0,0,0,1,1,0,1,1,1,0,1,0
2451000,570,Nala Sopara,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1
5000000,1030,Virar,3,1,0,1,1,0,1,1,0,0,1,0,0,1,0
7031000,1125,Vasai,3,1,1,1,1,0,1,0,1,0,0,0,0,1,1
18500000,1020,Borivali East,2,0,1,1,1,0,1,1,1,1,1,0,1,1,1
14500000,791,Kandivali West,2,0,1,1,1,0,1,1,1,0,0,1,1,1,1
42500000,1505,Kandivali West,3,0,1,0,1,1,1,1,1,1,1,0,0,1,1
39000000,1627,Borivali West,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0
8900000,724,Thane West,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
27500000,1404,Goregaon East,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2357000,555,Virar East,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3600000,450,Dombivali,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1
10500000,625,Govandi,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
11500000,650,Govandi,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
10000000,1150,Koparkhairane Station Road,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
10000000,1100,Kopar Khairane Sector 19A,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
7500000,700,Kopar Khairane Sector 19A,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
10500000,1150,Koper Khairane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
8000000,700,Koper Khairane,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
7100000,700,Koper Khairane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
6000000,885,Shilphata Road Thane,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0
4300000,685,Mumbai Central,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
6900000,685,Koper Khairane,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
10500000,850,Kolshet Road,2,0,1,1,1,1,1,0,1,1,1,0,1,0,0
15400000,1200,Vasant Vihar,3,0,1,1,1,1,1,0,1,0,1,0,1,0,0
39000000,2150,Vasant Vihar,4,0,1,1,1,1,1,0,1,0,1,0,1,0,0
31000000,2150,Vasant Vihar,3,0,1,1,1,1,1,0,1,0,1,0,1,0,0
15000000,1109,Vasant Vihar,3,0,1,1,1,1,1,0,1,0,1,0,1,0,0
39000000,1902,Vasant Vihar,3,0,1,1,1,1,1,0,1,0,1,0,1,0,0
12200000,1250,Kolshet Road,2,0,1,1,1,1,1,0,1,0,1,0,1,0,0
12000000,1210,Kolshet Road,2,0,1,1,1,1,1,0,1,0,1,0,1,0,0
10300000,1050,Kolshet Road,2,0,1,1,1,1,1,0,1,0,1,0,1,0,0
31000000,1300,Vasant Vihar,4,0,1,1,1,1,1,0,0,0,0,0,0,0,0
65000000,2450,Andheri West,4,0,1,1,1,1,1,1,1,0,1,1,1,1,1
16299999,1063,Thakur Village,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
23500000,1050,Thakur Village,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
24500000,1300,Samata nagar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
20000000,1250,Thakur Village,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
25000000,1350,4 Bunglows,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
25000000,1357,Thakur Village,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
15500000,1100,Thakur Village,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
11000000,585,Borivali East,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
10500000,780,Thakur complex,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
16500000,1050,Borivali East,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
26500000,1830,Thakur Village,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
17200000,1100,Thakur complex,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
10000000,650,Thakur Village,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
23000000,1360,Thakur Village,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
21000000,1050,Samata nagar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
23500000,1100,Samata nagar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
6050000,1246,Panvel,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
4800000,695,Roadpali,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
14500000,950,Wadi Bandar,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
16800000,764,Kandivali East,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0
12000000,950,Kapurbawadi,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
8500000,594,Majiwada,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
7200000,508,Vasant Vihar,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
6500000,675,Thane Belapur Road Kalwa,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5300000,560,Thane Belapur Road Kalwa,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10800000,653,mumbai,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
11100000,550,Suburbs Mumbai,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
8000000,1375,Thane,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0
2800000,400,Mira Road and Beyond,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
6800000,890,Mira Road and Beyond,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
3300000,530,Mumbai Central,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
4100000,590,Mira Road and Beyond,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
6500000,940,Mira Road and Beyond,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
7600000,1760,Mira Road and Beyond,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
6400000,1180,Mira Road and Beyond,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
5500000,1115,Mumbai Central,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2800000,525,Mumbai Central,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
3000000,500,Mumbai Nashik Expressway,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
5400000,675,Dombivali East,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0
13000000,775,Bhandup West,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1
21500000,1225,Bhandup West,3,0,1,1,1,0,1,1,1,1,1,0,1,1,1
4500000,390,Andheri West,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
17000000,1050,Magathane,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
19000000,1150,Rajendra Nagar,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
20500000,1050,Magathane,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
21000000,1250,Magathane,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
24000000,1300,Dattapada,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
15000000,950,Dattapada,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
9800000,585,Magathane,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
27000000,1250,Magathane,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
21500000,900,Kandivali East,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0
8800000,779,Kolshet Road,2,0,1,1,1,1,1,0,1,0,1,0,1,0,0
5100000,383,Ramdev Park,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
7300000,640,kolshet,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
6100000,770,PARSIK NAGAR,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
15800000,1325,Manpada,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2900000,695,Taloja,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
4500000,650,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
9600000,1083,Kharghar,2,0,0,1,1,1,1,0,0,0,0,0,1,0,0
11000000,1364,Kharghar,3,0,0,1,1,1,1,0,0,0,0,0,1,0,0
4800000,1110,Taloja,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2900000,695,Taloja,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
6300000,1050,Taloja,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
7050000,1000,Kharghar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
7500000,1050,Sector-35 Kamothe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
53000000,1900,Sector 58A Seawoods Navi Mumbai,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0
5700000,900,Mira Road and Beyond,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
42500000,1777,Goregaon East,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
4665000,662,Diva,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8800000,820,kandivali,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
7500000,685,kandivali,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1
20500000,1155,Borivali,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
14500000,829,Borivali,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
35000000,1805,Ghatkopar,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
15000000,815,Ghatkopar,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
58500000,3410,Ghatkopar,4,1,1,1,1,0,1,1,1,1,1,1,0,1,0
28600000,1766,Ghatkopar,3,1,1,1,1,0,1,1,1,1,1,0,0,1,0
28600000,1733,Ghatkopar East,3,1,1,1,1,0,0,1,1,1,1,1,0,1,0
18000000,1342,Goregaon,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
15500000,1047,Malad West,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1
6300000,980,Sector 17 Ulwe,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7100000,700,Thane West,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
11000000,620,Andheri East,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
15000000,950,Andheri East,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
32500000,1100,Gundavali Gaothan,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0
2164000,571,Badlapur,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0
31500000,1356,Andheri East,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
5994000,750,Mira Road East,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
2534000,642,Badlapur,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0
17000000,1080,Andheri East,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1
19700000,880,Marol,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0
2105000,495,KASHELI,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
11500000,800,Kondivita Road,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
25000000,1356,Andheri East,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0
26500000,1100,Koldongri,3,0,0,1,1,1,1,0,1,0,0,0,0,0,0
4800000,650,Mira Road East,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
18500000,1242,Saki Naka,3,0,0,1,1,1,1,0,0,0,1,0,0,0,1
5800000,675,Mira Road East,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
10000000,650,Jogeshwari West,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2350000,625,Shirgaon,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6800000,565,Bhandup West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7800000,956,Mira Road East,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1
3200000,650,Virar,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1
4800000,580,Mira Road East,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
3100000,650,Virar,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1
2600000,650,Virar,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1
10500000,680,Bhayandar West,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
6000000,650,Mira Road East,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4500000,560,Bhayandar East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22000000,2000,Kharghar,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
15500000,1530,Kharghar,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
32500000,940,Versova,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3100000,445,Dombivali East,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2100000,400,Dombivali East,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100000000,3321,Tardeo,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160000000,6381,Lower Parel,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25000000,2394,Thane West,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120000000,2893,Bandra West,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1
6500000,974,Goregaon East,2,0,1,1,0,0,1,1,1,1,1,0,0,1,1
17000000,800,Rajendra Nagar,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80000000,2150,Hanuman Nagar,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0
250000000,4200,Hanuman Nagar,5,0,0,1,1,1,1,0,0,0,1,0,0,0,0
60000000,1100,Central Avenue,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0
75000000,1500,worli sea face ,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0
150000000,2305,Breach Candy,4,0,0,1,1,1,0,0,0,0,1,0,0,0,0
25000000,2500,Sea Face,7,0,0,1,1,1,0,0,0,0,1,0,0,0,0
55000000,1225,Shiv Sagar Estate,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0
50000000,1800,Grant Road West,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0
4350000,800,Sriprastha,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0
40000000,600,Off Nepean Sea Road,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0
4700000,840,Sriprastha,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0
4300000,900,Sriprastha,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0
3700000,890,Morya Nagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000000,3500,Upper Worli,7,0,0,1,1,1,0,0,0,0,1,0,0,0,0
3300000,620,Morya Nagar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153600000,3200,worli sea Fase,5,0,0,1,1,1,0,0,0,0,1,0,0,0,0
10500000,723,Andheri West,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
12000000,617,Chembur,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
10000000,552,Borivali East,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0
15500000,845,Borivali East,2,1,1,1,1,1,1,0,1,1,1,0,1,1,0
13799999,1137,Kandivali East,2,1,1,1,0,0,0,1,0,0,1,0,0,1,1
19600000,1561,Kandivali West,3,1,1,1,1,0,1,1,0,1,1,1,0,0,1
21000000,784,Kandivali West,3,0,1,1,1,0,1,1,0,0,0,0,0,0,0
19900000,1550,Kandivali West,3,1,1,1,1,0,1,1,1,1,1,1,0,1,0
4100000,650,Sector 22 Kamothe,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
13500000,1560,Sector 22 Kamothe,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0
3750000,340,Kandivali East,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
5700000,550,Thane West,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
7600000,1098,Kamothe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
9200000,1310,Kamothe,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0
8000000,1109,Kamothe,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
4200000,650,Kamothe,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
180000000,2110,Powai,3,0,1,1,1,1,1,1,1,1,1,1,0,0,1
62500000,1165,Agripada,4,0,1,1,1,0,1,1,1,0,1,1,0,1,1
260000000,5642,Sion,6,0,1,1,1,0,1,0,1,0,1,1,1,1,1
90000000,1396,Kamothe,3,0,1,1,1,1,1,1,0,1,1,1,0,0,1
85000000,1106,Girgaon,3,0,1,1,1,1,1,1,1,1,1,1,0,0,1
3700000,790,IT Colony,2,0,1,1,1,1,1,1,0,1,1,1,0,0,1
3500000,670,IT Colony,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1
7200000,699,Bhayandarpada,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
9000000,1128,Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
8500000,1258,Kamothe,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
9400000,1245,Kamothe Sector 16,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
6800000,1101,Kamothe,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
11200000,1532,Sector-8 Ulwe,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
12100000,1515,Sector-18 Ulwe,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
9200000,1175,Sector-18 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
25500000,3000,Sector-3 Ulwe,5,0,0,1,1,1,1,0,0,0,0,0,0,0,0
11600000,1585,Sector-3 Ulwe,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
9000000,1220,Sector-3 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
9000000,1220,Sector 5 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
14500000,1655,Sector-18 Ulwe,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
8900000,1150,Sector-18 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
9500000,1100,Sector-18 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
12000000,1600,Sector-18 Ulwe,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
4000000,620,Sector-24 Kamothe,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
13899999,1690,Sector-8 Ulwe,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
9400000,1192,Kamothe Sector 16,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
5500000,665,Kamothe,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
11000000,1470,Sector-18 Ulwe,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
8500000,1040,Sector 17 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
32300000,2900,Sector-8 Ulwe,5,0,0,1,1,1,1,0,0,0,0,0,0,0,0
8900000,1475,Sector 36 Kharghar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
35500000,3400,Phase 2,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0
11000000,1500,Sector 36 Kharghar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
6000000,650,Sector 20 Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
7500000,1055,Sector-18 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
24500000,2200,Sector 30 Kharghar,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0
9000000,1129,Sector-18 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
5000000,690,Sector12 Kamothe,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
25000000,3000,Sector35D Kharghar,5,0,0,1,1,1,1,0,0,0,0,0,0,0,0
11900000,1585,Sector 6,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1
9100000,1180,Sector-18 Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
14500000,1109,vasant vihar thane west,3,0,1,1,1,1,1,0,0,0,1,0,1,0,1
11500000,1065,vasant vihar thane west,2,0,1,1,1,1,1,0,1,0,1,0,1,0,1
18500000,1130,Hiranandani Meadows,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
28500000,1735,Central Avenue,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
11500000,1065,vasant vihar thane west,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
28500000,1495,Hiranandani Meadows,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
11000000,650,Malad West,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
10000000,650,Malad,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
46000000,1174,Tardeo,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1
70000000,1466,Haji Ali,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1
140000000,3168,Tardeo,5,0,1,1,1,1,1,1,1,1,1,0,1,0,1
52500000,946,Mahalaxmi,2,0,1,1,1,1,1,0,0,1,1,0,0,0,1
170000000,2963,Mira Road East,4,0,1,1,1,1,1,1,1,1,1,1,0,0,1
57000000,1203,Ghatkopar West,4,0,1,1,1,1,1,1,1,1,1,1,0,0,1
8100000,1250,Sector 19 Kharghar,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
4500000,653,mumbai,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
7700000,1125,Kamothe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
11200000,1400,Majiwada thane,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0
8500000,850,Yogi Hills,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
4500000,550,Hiranandani Meadows,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
18000000,1006,Andheri West,2,1,1,1,1,0,1,1,1,0,0,0,1,1,1
7600000,1127,Kalyan West,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
16000000,950,Jogeshwari West,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0
6500000,500,Sector 19 Nerul,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5100000,427,Owale,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
2600000,384,Thane West,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
18000000,1050,MG Road,2,1,0,1,1,0,1,1,0,1,0,0,1,0,0
420000000,8511,Worli South Mumbai,5,0,0,1,1,1,0,0,0,0,1,0,0,0,0
12100000,1525,roadpali navimumbai,3,0,1,1,1,1,1,0,0,0,1,0,0,0,1
8400000,1139,roadpali navimumbai,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0
8250000,1139,roadpali navimumbai,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0
5800000,1060,taloja panchanand,2,0,0,1,1,1,1,0,0,0,0,0,0,0,1
5800000,1025,taloja panchanand,2,0,0,1,1,1,1,0,0,0,1,0,0,0,1
3600000,690,Taloja Bypass Nitalas Link Road,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
3500000,670,taloja panchanand,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
7053000,1085,Navi Basti,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4713000,725,Navi Basti,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
11500000,1450,Mumbai Highway,3,0,1,1,1,1,1,0,0,0,1,0,0,0,0
14800000,1980,Sector 20 Kharghar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,1
14800000,1985,Sector 20 Kharghar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
16500000,1482,Navi Basti,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2800000,482,Rasayani,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1
3500000,670,taloja panchanand,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
11500000,1450,Sector 10 Kamothe,3,0,1,1,1,1,1,1,0,1,1,0,1,0,0
4200000,555,Kamothe,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1
65000000,1600,Santacruz West,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0
95100000,3500,Santacruz West,5,0,1,1,1,0,1,0,0,0,1,0,1,0,1
65000000,1600,Andheri West,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0
110000000,2590,Andheri West,3,0,1,1,1,0,1,1,1,0,1,0,1,1,1
85000000,3733,Andheri West,4,0,1,1,1,0,1,1,1,1,1,1,1,1,1
30000000,1800,Andheri West,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0
80000000,2000,Juhu,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0
120000000,2600,Khar West,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0
